rank,country_full,country_abrv,total_points,previous_points,rank_change,cur_year_avg,rank_date
83,Antigua and Barbuda,ATG,400.43,304,22,202.65,2015-10-01
84,Sudan,SDN,398.53,377,5,297.5,2015-10-01
85,Iraq,IRQ,396.18,399,-3,217.29,2015-10-01
85,Faroe Islands,FRO,395.68,459,-10,378.68,2015-10-01
87,Estonia,EST,387.65,405,-7,203.01,2015-10-01
88,Saudi Arabia,KSA,383.74,350,5,182.19,2015-10-01
89,Mauritania,MTN,379.29,273,25,272,2015-10-01
89,Honduras,HON,378.66,404,-8,104.77,2015-10-01
91,Armenia,ARM,377.38,394,-8,121.63,2015-10-01
92,Qatar,QAT,365.16,347,2,198.79,2015-10-01
93,Rwanda,RWA,363.84,426,-15,181.11,2015-10-01
94,El Salvador,SLV,362.84,300,13,151.64,2015-10-01
95,Liberia,LBR,360.45,154,65,239.28,2015-10-01
95,Nicaragua,NCA,359.98,198,44,316.93,2015-10-01
97,Angola,ANG,352.6,381,-9,199.33,2015-10-01
98,Belarus,BLR,349.97,335,-1,176.06,2015-10-01
99,Jordan,JOR,347.93,356,-8,123.7,2015-10-01
100,Benin,BEN,341.04,269,15,123.25,2015-10-01
101,Malawi,MWI,338.76,336,-5,179.61,2015-10-01
102,Oman,OMA,338.06,329,-2,121.13,2015-10-01
103,Latvia,LVA,334.94,366,-13,175.6,2015-10-01
104,Canada,CAN,333.32,319,-2,203.46,2015-10-01
105,Azerbaijan,AZE,328.23,291,5,166.13,2015-10-01
105,Libya,LBY,328.08,333,-7,112.37,2015-10-01
107,Mozambique,MOZ,326.65,340,-12,174.68,2015-10-01
108,Ethiopia,ETH,315.47,313,-5,195.76,2015-10-01
109,Zimbabwe,ZIM,312.61,298,-1,168.11,2015-10-01
110,Georgia,GEO,307.53,180,37,177.27,2015-10-01
111,Botswana,BOT,305.21,266,7,134.23,2015-10-01
112,St Kitts and Nevis,SKN,302.73,256,7,174.86,2015-10-01
113,Burundi,BDI,302.08,218,21,185.73,2015-10-01
114,Cyprus,CYP,299.95,386,-28,106.07,2015-10-01
115,Aruba,ARU,299.27,201,22,193.8,2015-10-01
116,Lithuania,LTU,297.88,294,-7,143.4,2015-10-01
117,Cuba,CUB,294.26,280,-4,169.15,2015-10-01
118,Belize,BLZ,292.4,227,10,248.63,2015-10-01
119,Dominican Republic,DOM,290.17,248,4,124.31,2015-10-01
120,Niger,NIG,286.81,326,-19,158.01,2015-10-01
121,Sierra Leone,SLE,285.79,304,-16,89.52,2015-10-01
122,St Vincent and the Grenadines,VIN,284.31,268,-6,134.42,2015-10-01
123,Syria,SYR,283.16,251,-2,212.69,2015-10-01
123,Bahrain,BHR,282.86,281,-11,129.31,2015-10-01
125,Namibia,NAM,274.32,284,-14,135.92,2015-10-01
126,Central African Republic,CTA,271.38,118,42,172.13,2015-10-01
127,Madagascar,MAD,262.38,251,-6,175.95,2015-10-01
128,Kuwait,KUW,260.39,235,-1,140.22,2015-10-01
129,Korea DPR,PRK,252.02,237,-3,163.6,2015-10-01
130,Palestine,PLE,246.01,256,-11,89.05,2015-10-01
131,Kenya,KEN,245.11,268,-15,94.51,2015-10-01
132,FYR Macedonia,MKD,239.44,305,-28,83.28,2015-10-01
132,Moldova,MDA,238.51,245,-8,82.5,2015-10-01
134,Philippines,PHI,238.1,241,-9,123.61,2015-10-01
135,Swaziland,SWZ,224.1,213,0,169.27,2015-10-01
136,Tanzania,TAN,217.53,195,4,78.93,2015-10-01
137,Guyana,GUY,209.86,165,17,144.67,2015-10-01
138,Bermuda,BER,209.35,220,-6,153.91,2015-10-01
139,St Lucia,LCA,208.26,222,-8,72.72,2015-10-01
140,Lebanon,LIB,201.23,219,-7,63.41,2015-10-01
140,Lesotho,LES,200.63,227,-12,59.89,2015-10-01
142,Kazakhstan,KAZ,199.03,184,3,80.49,2015-10-01
142,Luxembourg,LUX,198.68,194,-1,87.56,2015-10-01
144,South Sudan,SSD,198.4,22,54,175.95,2015-10-01
145,Thailand,THA,196.12,201,-8,143.18,2015-10-01
146,Kyrgyz Republic,KGZ,195.44,160,9,110.07,2015-10-01
147,Guinea-Bissau,GNB,192.68,191,-5,81.26,2015-10-01
148,New Zealand,NZL,187.52,209,-12,27.54,2015-10-01
149,Vietnam,VIE,186.7,166,3,96.99,2015-10-01
150,Afghanistan,AFG,183.06,226,-20,69.82,2015-10-01
150,Guam,GUM,182.54,182,-4,124.43,2015-10-01
152,Curaçao,CUW,180.69,178,-4,91.14,2015-10-01
153,Hong Kong,HKG,179.76,169,-2,123.1,2015-10-01
154,Barbados,BRB,174.89,186,-10,144.31,2015-10-01
155,Turkmenistan,TKM,172.04,172,-6,67.58,2015-10-01
156,Liechtenstein,LIE,170.1,171,-6,147.4,2015-10-01
157,Singapore,SIN,164.49,159,0,86.33,2015-10-01
157,Malta,MLT,164.24,154,3,97.85,2015-10-01
159,Grenada,GRN,158.79,155,-1,53.72,2015-10-01
160,Tajikistan,TJK,155.59,155,-2,55.42,2015-10-01
161,Gambia,GAM,154.37,189,-18,100.8,2015-10-01
162,Samoa,SAM,152.29,25,34,127.5,2015-10-01
163,Myanmar,MYA,146.91,142,-1,48.32,2015-10-01
164,American Samoa,ASA,144.5,17,35,127.5,2015-10-01
165,Puerto Rico,PUR,134.1,166,-13,76.33,2015-10-01
166,Cook Islands,COK,131.75,4,39,127.5,2015-10-01
167,India,IND,128.2,160,-12,66.79,2015-10-01
168,Mauritius,MRI,123.41,56,17,107.34,2015-10-01
169,New Caledonia,NCL,120.03,120,-3,0,2015-10-01
170,Timor-Leste,TLS,117.67,130,-7,102.19,2015-10-01
171,Malaysia,MAS,111.31,115,-2,45.79,2015-10-01
171,Indonesia,IDN,110.94,121,-6,51.57,2015-10-01
173,Bhutan,BHU,106.25,128,-9,106.25,2015-10-01
174,Dominica,DMA,101.51,98,-2,76.39,2015-10-01
175,Chad,CHA,100.12,100,-4,0,2015-10-01
176,Maldives,MDV,95.53,82,1,0,2015-10-01
177,Pakistan,PAK,89.29,105,-7,50.83,2015-10-01
178,US Virgin Islands,VIR,87.98,88,-2,87.98,2015-10-01
179,Laos,LAO,85.03,92,-5,44.91,2015-10-01
180,Yemen,YEM,81.97,90,-5,55.82,2015-10-01
181,Suriname,SUR,79.1,120,-15,0,2015-10-01
182,Bangladesh,BAN,76.64,95,-9,51.21,2015-10-01
183,Chinese Taipei,TPE,69.17,72,-4,40.33,2015-10-01
184,Seychelles,SEY,67.46,43,8,34.9,2015-10-01
184,Montserrat,MSR,67.45,74,-6,21.25,2015-10-01
186,Cambodia,CAM,66.05,66,-6,66.05,2015-10-01
187,Brunei Darussalam,BRU,61.02,61,-5,45.54,2015-10-01
188,Tahiti,TAH,60.02,61,-6,0,2015-10-01
189,Fiji,FIJ,59.5,64,-8,51,2015-10-01
190,Nepal,NEP,50.91,56,-5,29.75,2015-10-01
191,Sri Lanka,SRI,48.98,59,-7,8.5,2015-10-01
191,Cayman Islands,CAY,48.84,49,-4,42.5,2015-10-01
193,Comoros,COM,48.43,48,-3,13.77,2015-10-01
193,Macau,MAC,48.35,49,-6,29.92,2015-10-01
193,São Tomé e Príncipe,STP,48.02,48,-3,0,2015-10-01
196,San Marino,SMR,34.65,40,-3,34.65,2015-10-01
197,Turks and Caicos Islands,TCA,33,33,-3,0,2015-10-01
197,Solomon Islands,SOL,32.97,49,-10,0,2015-10-01
199,British Virgin Islands,VGB,26.53,27,-4,21.25,2015-10-01
200,Tonga,TGA,17,17,-1,0,2015-10-01
201,Vanuatu,VAN,12.75,23,-4,0,2015-10-01
202,Eritrea,ERI,7.57,8,-1,0,2015-10-01
203,Mongolia,MNG,6.45,6,-1,0,2015-10-01
203,Somalia,SOM,5.59,6,-1,0,2015-10-01
205,Andorra,AND,5.49,6,-3,0,2015-10-01
206,Djibouti,DJI,4.3,4,-1,0,2015-10-01
206,Papua New Guinea,PNG,4.25,4,-1,0,2015-10-01
208,Anguilla,AIA,0,0,0,0,2015-10-01
208,Bahamas,BAH,0,0,0,0,2015-10-01
1,Belgium,BEL,1439.6,1387,2,725.08,2015-11-05
2,Germany,GER,1388.4,1401,0,549.2,2015-11-05
3,Argentina,ARG,1382.86,1419,-2,571.17,2015-11-05
4,Portugal,POR,1364.3,1235,0,771.75,2015-11-05
5,Chile,CHI,1288.47,1177,4,754.19,2015-11-05
6,Spain,ESP,1286.53,1223,0,718.1,2015-11-05
7,Colombia,COL,1232.88,1228,-2,500.95,2015-11-05
8,Brazil,BRA,1207.69,1204,-1,542.21,2015-11-05
9,England,ENG,1179.13,1161,1,713.69,2015-11-05
10,Austria,AUT,1130.47,1100,1,710.88,2015-11-05
11,Switzerland,SUI,1072.64,1044,1,529.41,2015-11-05
12,Uruguay,URU,1050.6,919,8,471.36,2015-11-05
13,Italy,ITA,1040.28,962,4,515.2,2015-11-05
14,Romania,ROU,1039.07,1042,-1,592.02,2015-11-05
15,Wales,WAL,1031.83,1195,-7,692.29,2015-11-05
16,Netherlands,NED,975.72,1004,-2,297.45,2015-11-05
17,Czech Republic,CZE,974.03,983,-2,517.89,2015-11-05
18,Turkey,TUR,941.11,717,19,644.09,2015-11-05
19,Croatia,CRO,923.54,965,-3,424.46,2015-11-05
20,Bosnia and Herzegovina,BIH,922.89,787,10,521.24,2015-11-05
21,Ecuador,ECU,920.74,765,10,484.15,2015-11-05
22,Côte d'Ivoire,CIV,890.46,916,-1,477.33,2015-11-05
23,Russia,RUS,884.68,845,3,487.28,2015-11-05
24,Mexico,MEX,881.3,842,3,405.87,2015-11-05
24,France,FRA,881.04,899,-2,294.82,2015-11-05
26,Algeria,ALG,871.85,927,-7,368.16,2015-11-05
27,Slovakia,SVK,857.38,936,-9,419.43,2015-11-05
28,Ukraine,UKR,805.59,874,-4,318.14,2015-11-05
29,Northern Ireland,NIR,797.29,724,6,476.72,2015-11-05
30,Ghana,GHA,793.33,849,-5,433.86,2015-11-05
31,Iceland,ISL,791.91,882,-8,366.76,2015-11-05
32,Cape Verde Islands,CPV,762.49,701,9,400.79,2015-11-05
33,Hungary,HUN,759.46,741,0,487.25,2015-11-05
33,USA,USA,759.31,807,-4,303.54,2015-11-05
35,Denmark,DEN,743.25,835,-7,386.68,2015-11-05
36,Albania,ALB,723.11,755,-4,363.33,2015-11-05
37,Greece,GRE,717.51,676,7,251.68,2015-11-05
38,Poland,POL,712.4,680,5,405.03,2015-11-05
39,Senegal,SEN,678.48,713,-1,381.68,2015-11-05
40,Costa Rica,CRC,671.14,691,2,171.92,2015-11-05
41,Tunisia,TUN,668.49,722,-5,268.54,2015-11-05
42,Republic of Ireland,IRL,659.34,587,12,421.49,2015-11-05
43,IR Iran,IRN,650.79,703,-4,379.16,2015-11-05
44,Scotland,SCO,649.45,702,-4,314.72,2015-11-05
45,Sweden,SWE,646.88,672,0,345.69,2015-11-05
46,Norway,NOR,637.46,739,-12,405.74,2015-11-05
47,Paraguay,PAR,610.43,552,14,405,2015-11-05
48,Korea Republic,KOR,605.92,590,5,376.73,2015-11-05
49,Serbia,SRB,605.49,538,14,323.24,2015-11-05
50,Japan,JPN,602.61,582,5,342.73,2015-11-05
51,Cameroon,CMR,597.42,640,-3,274.86,2015-11-05
52,Congo,CGO,592.87,636,-3,317.97,2015-11-05
53,Guinea,GUI,589.36,582,2,304.18,2015-11-05
54,Trinidad and Tobago,TRI,588.01,564,5,292.68,2015-11-05
55,Congo DR,COD,587.05,563,5,315.56,2015-11-05
56,Finland,FIN,585.75,534,8,328.63,2015-11-05
57,Egypt,EGY,582.78,620,-6,251.9,2015-11-05
57,Peru,PER,582.64,623,-7,321.84,2015-11-05
59,Nigeria,NGA,581.66,600,-7,255.89,2015-11-05
60,Australia,AUS,573.36,567,-2,410.23,2015-11-05
61,Jamaica,JAM,559.31,576,-4,430.94,2015-11-05
61,Israel,ISR,559.19,659,-14,266.99,2015-11-05
63,Mali,MLI,552.32,546,-1,267.52,2015-11-05
64,Slovenia,SVN,547.12,662,-18,204.6,2015-11-05
65,Panama,PAN,514.96,529,0,239.21,2015-11-05
66,Bulgaria,BUL,497.35,414,12,213.47,2015-11-05
67,United Arab Emirates,UAE,495.36,491,3,275.43,2015-11-05
68,Uganda,UGA,490.55,455,7,287.73,2015-11-05
69,Equatorial Guinea,EQG,486.67,510,-2,360.5,2015-11-05
70,Belarus,BLR,479.03,350,28,328.02,2015-11-05
71,Uzbekistan,UZB,476.84,464,3,226.5,2015-11-05
71,Zambia,ZAM,476.64,487,0,259.83,2015-11-05
73,Haiti,HAI,470.47,418,4,284.41,2015-11-05
73,Gabon,GAB,469.62,529,-8,212.18,2015-11-05
75,South Africa,RSA,460.58,465,-2,198.99,2015-11-05
76,Cyprus,CYP,444.48,300,38,268.36,2015-11-05
77,Bolivia,BOL,441.8,510,-10,261.91,2015-11-05
78,Montenegro,MNE,425.64,470,-6,166.75,2015-11-05
79,Morocco,MAR,421.88,407,1,251.39,2015-11-05
80,Saudi Arabia,KSA,417.38,384,8,242.31,2015-11-05
80,Antigua and Barbuda,ATG,416.55,400,3,192.58,2015-11-05
82,Jordan,JOR,410.81,348,17,201.88,2015-11-05
83,Venezuela,VEN,408.06,501,-14,231.84,2015-11-05
84,China PR,CHN,403.38,405,-3,229.77,2015-11-05
85,Qatar,QAT,397.48,365,7,219.63,2015-11-05
86,Liberia,LBR,394.36,360,9,274.48,2015-11-05
87,Iraq,IRQ,392.03,396,-2,200.98,2015-11-05
88,Togo,TOG,385.6,411,-9,95.09,2015-11-05
89,Faroe Islands,FRO,385.05,396,-4,378.68,2015-11-05
90,Estonia,EST,369.76,388,-3,203.01,2015-11-05
91,Guatemala,GUA,367.24,401,-9,140.87,2015-11-05
92,Oman,OMA,364.99,338,10,159.87,2015-11-05
93,Burkina Faso,BFA,363.2,427,-17,123.44,2015-11-05
94,El Salvador,SLV,361.47,363,0,174.97,2015-11-05
95,Honduras,HON,358.73,379,-6,108.28,2015-11-05
96,Rwanda,RWA,355.65,364,-3,181.11,2015-11-05
97,Malawi,MWI,350.86,339,4,211,2015-11-05
98,Angola,ANG,344.12,353,-1,159.46,2015-11-05
99,Latvia,LVA,342.01,335,4,180.24,2015-11-05
100,Nicaragua,NCA,340.97,360,-5,292.29,2015-11-05
101,St Kitts and Nevis,SKN,339.62,303,11,210.38,2015-11-05
102,Canada,CAN,334.93,333,2,214.9,2015-11-05
103,Benin,BEN,332.57,341,-3,123.25,2015-11-05
104,Mauritania,MTN,328.1,379,-15,222.53,2015-11-05
105,Niger,NIG,327.44,287,15,203,2015-11-05
105,Botswana,BOT,326.64,305,6,170.18,2015-11-05
107,Burundi,BDI,320.61,302,6,200.08,2015-11-05
108,Cuba,CUB,312.02,294,9,169.15,2015-11-05
109,Zimbabwe,ZIM,304.75,313,0,158.95,2015-11-05
110,Central African Republic,CTA,302.41,271,16,203.15,2015-11-05
111,Georgia,GEO,301.25,308,-1,177.27,2015-11-05
112,Aruba,ARU,299.27,299,3,193.8,2015-11-05
113,Libya,LBY,297.49,328,-8,80.26,2015-11-05
114,Ethiopia,ETH,293.76,315,-6,140.48,2015-11-05
115,Bahrain,BHR,293.17,283,8,145.3,2015-11-05
115,Azerbaijan,AZE,292.93,328,-10,166.13,2015-11-05
117,Belize,BLZ,292.4,292,1,248.63,2015-11-05
118,Madagascar,MAD,290.09,262,9,203.66,2015-11-05
118,Namibia,NAM,289.8,274,7,148.68,2015-11-05
120,Korea DPR,PRK,288.16,252,9,185.8,2015-11-05
121,Sierra Leone,SLE,281.08,286,0,87.39,2015-11-05
121,Turkmenistan,TKM,280.64,172,34,195.08,2015-11-05
123,Lithuania,LTU,278.68,298,-7,93.16,2015-11-05
124,Kyrgyz Republic,KGZ,276.77,195,22,195.08,2015-11-05
125,Kenya,KEN,273.99,245,6,131.23,2015-11-05
125,Mozambique,MOZ,273.94,327,-18,99.34,2015-11-05
127,Armenia,ARM,270.56,377,-36,62.94,2015-11-05
128,Sudan,SDN,267.27,399,-44,124.31,2015-11-05
129,St Vincent and the Grenadines,VIN,262.39,284,-7,114.71,2015-11-05
130,Swaziland,SWZ,258.4,224,5,208.29,2015-11-05
131,Kazakhstan,KAZ,255.83,199,11,152.51,2015-11-05
132,Syria,SYR,253.55,283,-9,186.08,2015-11-05
133,Kuwait,KUW,251.63,260,-5,125.04,2015-11-05
134,South Sudan,SSD,245.57,198,10,223.13,2015-11-05
135,Tanzania,TAN,244.93,218,1,99.03,2015-11-05
136,Chad,CHA,240.04,100,39,141.31,2015-11-05
137,Philippines,PHI,235.91,238,-3,116.18,2015-11-05
138,Palestine,PLE,233.3,246,-8,84.08,2015-11-05
139,FYR Macedonia,MKD,229.53,239,-7,47.08,2015-11-05
140,Lebanon,LIB,228.04,201,0,100.56,2015-11-05
141,Guinea-Bissau,GNB,216.32,193,6,104.9,2015-11-05
142,Barbados,BRB,205.62,175,12,117.58,2015-11-05
143,St Lucia,LCA,203.57,208,-4,109.08,2015-11-05
144,Thailand,THA,202.43,196,1,159.46,2015-11-05
145,Hong Kong,HKG,198.82,180,8,140.25,2015-11-05
146,Luxembourg,LUX,196.98,199,-4,87.56,2015-11-05
147,Vietnam,VIE,193.11,187,2,101.19,2015-11-05
147,Lesotho,LES,192.94,201,-7,57.38,2015-11-05
149,Dominican Republic,DOM,186.88,290,-30,0,2015-11-05
150,Curaçao,CUW,182.19,181,2,102.53,2015-11-05
151,Bermuda,BER,181.37,209,-13,153.91,2015-11-05
152,Guyana,GUY,179.4,210,-15,144.67,2015-11-05
152,Singapore,SIN,179.17,164,5,123.52,2015-11-05
154,Moldova,MDA,177.26,239,-22,33.83,2015-11-05
155,Guam,GUM,170.1,183,-5,111.99,2015-11-05
156,Afghanistan,AFG,167.54,183,-6,54.31,2015-11-05
157,São Tomé e Príncipe,STP,165.32,48,36,117.3,2015-11-05
158,Malta,MLT,163.58,164,-1,97.85,2015-11-05
159,New Zealand,NZL,163.09,188,-11,27.54,2015-11-05
160,Tajikistan,TJK,159.02,156,0,55.98,2015-11-05
161,Myanmar,MYA,157.42,147,2,47.45,2015-11-05
162,Timor-Leste,TLS,155.42,118,8,127.5,2015-11-05
163,Liechtenstein,LIE,153.97,170,-7,104.23,2015-11-05
164,Samoa,SAM,152.29,152,-2,127.5,2015-11-05
165,American Samoa,ASA,144.5,145,-1,127.5,2015-11-05
166,Maldives,MDV,141.07,96,10,45.54,2015-11-05
167,Grenada,GRN,136.96,159,-8,53.72,2015-11-05
168,Gambia,GAM,135.42,154,-7,95.52,2015-11-05
169,Cook Islands,COK,131.75,132,-3,127.5,2015-11-05
170,Puerto Rico,PUR,129.22,134,-5,76.33,2015-11-05
171,Malaysia,MAS,127.36,111,0,62.95,2015-11-05
172,India,IND,121.67,128,-5,58.44,2015-11-05
173,Mauritius,MRI,117.22,123,-5,101.15,2015-11-05
174,Indonesia,IDN,108.11,111,-3,51.57,2015-11-05
175,Dominica,DMA,103.71,102,-1,76.39,2015-11-05
176,Laos,LAO,90.47,85,3,22.39,2015-11-05
177,Comoros,COM,88.63,48,16,53.98,2015-11-05
178,US Virgin Islands,VIR,87.98,88,0,87.98,2015-11-05
179,Yemen,YEM,81.16,82,1,50.15,2015-11-05
180,Bangladesh,BAN,80.45,77,2,38.01,2015-11-05
180,New Caledonia,NCL,80.24,120,-11,0,2015-11-05
180,Bhutan,BHU,79.69,106,-7,79.69,2015-11-05
183,Cambodia,CAM,78.2,66,3,56.95,2015-11-05
184,Suriname,SUR,77.09,79,-3,0,2015-11-05
185,Pakistan,PAK,76.32,89,-8,50.83,2015-11-05
186,Brunei Darussalam,BRU,74.07,61,1,63.75,2015-11-05
187,Chinese Taipei,TPE,71.47,69,-4,54.49,2015-11-05
188,Montserrat,MSR,67.45,67,-4,21.25,2015-11-05
189,Seychelles,SEY,60.48,67,-5,27.92,2015-11-05
190,Fiji,FIJ,59.5,59,-1,51,2015-11-05
191,Tahiti,TAH,55.69,60,-3,0,2015-11-05
192,Nepal,NEP,51.4,51,-2,29.75,2015-11-05
193,Cayman Islands,CAY,48.84,49,-2,42.5,2015-11-05
194,Sri Lanka,SRI,44.74,49,-3,0,2015-11-05
195,Macau,MAC,44.3,48,-2,21.25,2015-11-05
196,San Marino,SMR,34.65,35,0,34.65,2015-11-05
197,Turks and Caicos Islands,TCA,33,33,0,0,2015-11-05
198,British Virgin Islands,VGB,26.53,27,1,21.25,2015-11-05
199,Solomon Islands,SOL,25.64,33,-2,0,2015-11-05
200,Tonga,TGA,17,17,0,0,2015-11-05
201,Vanuatu,VAN,12.75,13,0,0,2015-11-05
202,Eritrea,ERI,7.57,8,0,0,2015-11-05
203,Mongolia,MNG,6.45,6,0,0,2015-11-05
203,Somalia,SOM,5.59,6,0,0,2015-11-05
205,Andorra,AND,5.49,5,0,0,2015-11-05
206,Papua New Guinea,PNG,4.25,4,0,0,2015-11-05
207,Anguilla,AIA,0,0,1,0,2015-11-05
207,Bahamas,BAH,0,0,1,0,2015-11-05
207,Djibouti,DJI,0,4,-1,0,2015-11-05
1,Belgium,BEL,1493.77,1440,0,764.94,2015-12-03
2,Argentina,ARG,1455.47,1383,1,662.66,2015-12-03
3,Spain,ESP,1369.63,1287,3,783.37,2015-12-03
4,Germany,GER,1347.15,1388,-2,478.66,2015-12-03
5,Chile,CHI,1273.02,1288,0,763.35,2015-12-03
6,Brazil,BRA,1251.46,1208,2,584.7,2015-12-03
7,Portugal,POR,1219.13,1364,-3,635.88,2015-12-03
8,Colombia,COL,1211.38,1233,-1,459.85,2015-12-03
9,England,ENG,1105.71,1179,0,595.78,2015-12-03
10,Austria,AUT,1090.67,1130,0,641.95,2015-12-03
11,Uruguay,URU,1073.69,1051,1,532.3,2015-12-03
12,Switzerland,SUI,1049.59,1073,-1,490.21,2015-12-03
13,Ecuador,ECU,1039.69,921,8,594.08,2015-12-03
14,Netherlands,NED,994.38,976,2,308.22,2015-12-03
15,Italy,ITA,990.53,1040,-2,442.43,2015-12-03
16,Romania,ROU,980.48,1039,-2,465.23,2015-12-03
17,Wales,WAL,974.35,1032,-2,622.99,2015-12-03
18,Croatia,CRO,957.56,924,1,493.37,2015-12-03
19,Côte d'Ivoire,CIV,950.07,890,3,531.11,2015-12-03
20,Hungary,HUN,944.53,759,13,628.32,2015-12-03
21,Turkey,TUR,933.43,941,-3,641.48,2015-12-03
22,Bosnia and Herzegovina,BIH,898.09,923,-2,506.77,2015-12-03
22,Mexico,MEX,897.6,881,2,440.96,2015-12-03
24,Russia,RUS,895.44,885,-1,500.94,2015-12-03
25,France,FRA,867.73,881,-1,290.76,2015-12-03
26,Slovakia,SVK,860.21,857,1,409.04,2015-12-03
26,Czech Republic,CZE,860.05,974,-9,368.28,2015-12-03
28,Algeria,ALG,845.37,872,-2,366.92,2015-12-03
29,Ukraine,UKR,841.57,806,-1,387.14,2015-12-03
30,Northern Ireland,NIR,824.83,797,-1,510.05,2015-12-03
31,Republic of Ireland,IRL,809.57,659,11,583.17,2015-12-03
32,USA,USA,784.45,759,1,341.68,2015-12-03
33,Ghana,GHA,777.58,793,-3,406.57,2015-12-03
34,Poland,POL,776.01,712,4,435.41,2015-12-03
35,Sweden,SWE,771.18,647,10,463.59,2015-12-03
36,Iceland,ISL,760.56,792,-5,366.76,2015-12-03
37,Costa Rica,CRC,759.16,671,3,248.13,2015-12-03
38,Albania,ALB,746.21,723,-2,400.53,2015-12-03
39,Cape Verde Islands,CPV,745.03,762,-7,397.61,2015-12-03
40,Tunisia,TUN,710.54,668,1,267.41,2015-12-03
41,Greece,GRE,706.08,718,-4,271.7,2015-12-03
42,Denmark,DEN,685.32,743,-7,310.7,2015-12-03
43,Finland,FIN,663.41,586,13,422.52,2015-12-03
44,Senegal,SEN,660.73,678,-5,313.07,2015-12-03
45,IR Iran,IRN,653.34,651,-2,386.41,2015-12-03
46,Paraguay,PAR,647.27,610,1,439.61,2015-12-03
47,Peru,PER,644,583,10,377.23,2015-12-03
48,Congo,CGO,637.62,593,4,359.94,2015-12-03
49,Trinidad and Tobago,TRI,628.03,588,5,350.2,2015-12-03
50,Guinea,GUI,620.68,589,3,258.64,2015-12-03
51,Korea Republic,KOR,616.95,606,-3,393.37,2015-12-03
52,Scotland,SCO,608.77,649,-8,247.61,2015-12-03
53,Japan,JPN,606.8,603,-3,344.68,2015-12-03
54,Norway,NOR,590.81,637,-8,344.69,2015-12-03
54,Jamaica,JAM,590.69,559,7,373.94,2015-12-03
56,Serbia,SRB,589.54,605,-7,296.07,2015-12-03
57,Australia,AUS,585.15,573,3,438.3,2015-12-03
57,Egypt,EGY,584.83,583,0,310.19,2015-12-03
59,Cameroon,CMR,583.06,597,-8,244.4,2015-12-03
60,Congo DR,COD,580.21,587,-5,299.13,2015-12-03
61,Slovenia,SVN,564.99,547,3,251.9,2015-12-03
62,Mali,MLI,551.58,552,1,229.27,2015-12-03
63,Uganda,UGA,549.75,491,5,327.44,2015-12-03
64,Panama,PAN,543.94,515,1,269.73,2015-12-03
65,United Arab Emirates,UAE,542.62,495,2,327.95,2015-12-03
66,Nigeria,NGA,540.85,582,-7,202.38,2015-12-03
67,Belarus,BLR,514.45,479,3,346.89,2015-12-03
68,Bolivia,BOL,500.38,442,9,288.97,2015-12-03
69,Israel,ISR,498.46,559,-8,120.57,2015-12-03
69,Equatorial Guinea,EQG,498.14,487,0,364.38,2015-12-03
71,Bulgaria,BUL,494.37,497,-5,226.29,2015-12-03
72,South Africa,RSA,486.87,461,3,204.54,2015-12-03
73,Zambia,ZAM,480.84,477,-2,200.15,2015-12-03
74,Uzbekistan,UZB,470.32,477,-3,248.6,2015-12-03
75,Morocco,MAR,469.42,422,4,280.59,2015-12-03
76,Gabon,GAB,467.7,470,-3,194.38,2015-12-03
77,Haiti,HAI,467.36,470,-4,222.98,2015-12-03
78,Benin,BEN,460.74,333,25,259.68,2015-12-03
79,Cyprus,CYP,441.05,444,-3,251.21,2015-12-03
80,Saudi Arabia,KSA,432.21,417,0,279.5,2015-12-03
81,Libya,LBY,426.8,297,32,209.76,2015-12-03
82,Antigua and Barbuda,ATG,408.75,417,-2,218.88,2015-12-03
83,Venezuela,VEN,408.43,408,0,231.84,2015-12-03
84,China PR,CHN,405.16,403,0,246.37,2015-12-03
85,Montenegro,MNE,403.36,426,-7,116.94,2015-12-03
86,Qatar,QAT,400.97,397,-1,239.31,2015-12-03
87,Jordan,JOR,398.61,411,-5,209.99,2015-12-03
88,Canada,CAN,388.05,335,14,254.71,2015-12-03
89,Burkina Faso,BFA,381.48,363,4,112.33,2015-12-03
89,Iraq,IRQ,380.78,392,-2,235.5,2015-12-03
91,Cuba,CUB,377.26,312,17,150.24,2015-12-03
92,Nicaragua,NCA,369.52,341,8,334.05,2015-12-03
93,Estonia,EST,368.79,370,-3,191.84,2015-12-03
94,Guatemala,GUA,368.5,367,-3,152.26,2015-12-03
95,Botswana,BOT,363.99,327,10,206.91,2015-12-03
96,Togo,TOG,363.19,386,-8,95.09,2015-12-03
97,Faroe Islands,FRO,357.36,385,-8,216.56,2015-12-03
98,Kenya,KEN,344.62,274,27,204.73,2015-12-03
99,El Salvador,SLV,343.72,361,-5,181.18,2015-12-03
100,Niger,NIG,338.61,327,5,211.88,2015-12-03
101,Rwanda,RWA,338.16,356,-5,140.86,2015-12-03
101,Latvia,LVA,338.05,342,-2,180.24,2015-12-03
101,Honduras,HON,337.59,359,-6,101.94,2015-12-03
104,Oman,OMA,332.7,365,-12,166.8,2015-12-03
105,Korea DPR,PRK,330.23,288,15,226.87,2015-12-03
105,Angola,ANG,329.54,344,-7,134.73,2015-12-03
107,Liberia,LBR,329.42,394,-21,205.86,2015-12-03
108,Kyrgyz Republic,KGZ,324.34,277,16,246.8,2015-12-03
109,Malawi,MWI,322.44,351,-12,149.87,2015-12-03
